sample_name	cage	collection_date	collection_timestamp	comments_2022_05_31	country	description	dna_extracted	elevation	empo_1	empo_2	empo_3	empo_4	env_biome	env_feature	env_material	env_package	geo_loc_name	host_autopsy	host_body_habitat	host_body_product	host_body_site	host_common_name	host_genotype	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_2022_05_11	host_weight_2022_05_11_units	host_weight_2022_05_18	host_weight_2022_05_18_units	host_weight_2022_05_24	host_weight_2022_05_24_units	host_weight_2022_05_31	host_weight_2022_05_31_units	host_weight_2022_06_01	host_weight_2022_06_01_units	host_weight_2022_06_02	host_weight_2022_06_02_units	host_weight_2022_06_07	host_weight_2022_06_07_units	host_weight_2022_06_14	host_weight_2022_06_14_units	host_weight_2022_06_21	host_weight_2022_06_21_units	host_weight_units	latitude	longitude	mouse_label	physical_specimen_location	physical_specimen_remaining	qiita_sample_type	sample_type	scientific_name	taxon_id	timestamp_flashtreatment	timestamp_treatment	timestamp_tumorinjection	treatment	tumor_cellline	tumor_volume_2022_05_26	tumor_volume_2022_05_26_units	tumor_volume_2022_05_31	tumor_volume_2022_05_31_units	tumor_volume_2022_06_02	tumor_volume_2022_06_02_units	tumor_volume_2022_06_07	tumor_volume_2022_06_07_units	tumor_volume_2022_06_09	tumor_volume_2022_06_09_units	tumor_volume_2022_06_13	tumor_volume_2022_06_13_units	tumor_volume_2022_06_15	tumor_volume_2022_06_15_units	tumor_volume_2022_06_17	tumor_volume_2022_06_17_units	tumor_volume_2022_06_20	tumor_volume_2022_06_20_units	tumor_volume_2022_06_24	tumor_volume_2022_06_24_units	zymo_custom_label
6.15299.zr5156.36V3V4	R2C2	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt		UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	64	10090	18.4	18.4	grams	21.3	grams	20.8	grams	19.6	grams	not collected	grams	not collected	grams	22.4	grams	22.7	grams	23.3	grams	grams	8.677660635	49.93039264	2 Links	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Konventional C12	osteosarcoma cells LM8	180.32	cubic_millimeters	210.68	cubic_millimeters	233.35	cubic_millimeters	113.01	cubic_millimeters	165.79	cubic_millimeters	341.08	cubic_millimeters	242.88	cubic_millimeters	226.08	cubic_millimeters	167.47	cubic_millimeters	199.86	cubic_millimeters	38
6.15299.zr5156.37V3V4	R2C2	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt		UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	65	10090	16.5	16.5	grams	19.5	grams	19.7	grams	19.1	grams	not collected	grams	not collected	grams	21.1	grams	22.1	grams	22.6	grams	grams	8.677660635	49.93039264	1 Links 1 rechts	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Konventional C12	osteosarcoma cells LM8	165.99	cubic_millimeters	121.47	cubic_millimeters	226.21	cubic_millimeters	128.58	cubic_millimeters	146.91	cubic_millimeters	169.3	cubic_millimeters	187.2	cubic_millimeters	113.04	cubic_millimeters	131.88	cubic_millimeters	381.51	cubic_millimeters	39
6.15299.zr5156.38V3V4	R2C3	2022	2022	booster_diet	Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt		UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	66	10090	16.6	16.6	grams	20.2	grams	22	grams	19.8	grams	20	grams	21.6	grams	23.1	grams	22.7	grams	21.9	grams	grams	8.677660635	49.93039264	avg	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Konventional C12	osteosarcoma cells LM8	140.17	cubic_millimeters	116.58	cubic_millimeters	158.66	cubic_millimeters	147.8	cubic_millimeters	132.84	cubic_millimeters	244.21	cubic_millimeters	171.44	cubic_millimeters	175.84	cubic_millimeters	113.04	cubic_millimeters	376.8	cubic_millimeters	40
6.15299.zr5156.39V3V4	R2C3	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt		UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	67	10090	16.3	16.3	grams	19.5	grams	19.8	grams	19.3	grams	not collected	grams	not collected	grams	21.8	grams	22	grams	24.4	grams	grams	8.677660635	49.93039264	1 Links	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Konventional C12	osteosarcoma cells LM8	65.42	cubic_millimeters	153.15	cubic_millimeters	234.45	cubic_millimeters	138.16	cubic_millimeters	114.13	cubic_millimeters	188.11	cubic_millimeters	178.59	cubic_millimeters	175.84	cubic_millimeters	109.9	cubic_millimeters	137.01	cubic_millimeters	41
6.15299.zr5156.3V3V4	R1C1	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt	-	UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	28	10090	17.6	17.6	grams	19.8	grams	20.4	grams	20.2	grams	not collected	grams	not collected	grams	20.6	grams	21.9	grams	24.4	grams	grams	8.677660635	49.93039264	1 Rechts	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Control no Tumor	osteosarcoma cells LM8	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	3
6.15299.zr5156.40V3V4	R2C3	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt	Metastasis Intestine	UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	68	10090	18.9	18.9	grams	20.5	grams	22.2	grams	22	grams	not collected	grams	not collected	grams	23.5	grams	23.1	grams	23.9	grams	grams	8.677660635	49.93039264	1 Rechts	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Konventional C12	osteosarcoma cells LM8	109.9	cubic_millimeters	164.85	cubic_millimeters	210.05	cubic_millimeters	137.01	cubic_millimeters	142.43	cubic_millimeters	177.77	cubic_millimeters	254.34	cubic_millimeters	251.2	cubic_millimeters	175.84	cubic_millimeters	339.12	cubic_millimeters	42
6.15299.zr5156.41V3V4	R2C3	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt		UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	69	10090	17.8	17.8	grams	19.9	grams	20.7	grams	19.5	grams	not collected	grams	not collected	grams	22.1	grams	22.4	grams	22.6	grams	grams	8.677660635	49.93039264	2 Links	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Konventional C12	osteosarcoma cells LM8	109.9	cubic_millimeters	165.2	cubic_millimeters	155.43	cubic_millimeters	165.53	cubic_millimeters	126.42	cubic_millimeters	138.79	cubic_millimeters	217.92	cubic_millimeters	263.76	cubic_millimeters	109.9	cubic_millimeters	171.88	cubic_millimeters	43
6.15299.zr5156.42V3V4	R2C3	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt		UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	70	10090	17.2	17.2	grams	20.1	grams	21.3	grams	21.2	grams	not collected	grams	not collected	grams	23.2	grams	22.9	grams	24	grams	grams	8.677660635	49.93039264	1 Links 1 rechts	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Konventional C12	osteosarcoma cells LM8	133.71	cubic_millimeters	138.87	cubic_millimeters	124.66	cubic_millimeters	159.75	cubic_millimeters	135.05	cubic_millimeters	260.46	cubic_millimeters	190.49	cubic_millimeters	293.07	cubic_millimeters	263.76	cubic_millimeters	117.75	cubic_millimeters	44
6.15299.zr5156.4V3V4	R1C1	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt	-	UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	29	10090	17.3	17.3	grams	18.3	grams	22.3	grams	22.1	grams	not collected	grams	not collected	grams	23.6	grams	26.2	grams	26.1	grams	grams	8.677660635	49.93039264	2 Links	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Control no Tumor	osteosarcoma cells LM8	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	4
6.15299.zr5156.5V3V4	R1C1	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt	-	UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	30	10090	17.3	17.3	grams	18.5	grams	19.1	grams	20.1	grams	not collected	grams	not collected	grams	22.4	grams	22.7	grams	21.7	grams	grams	8.677660635	49.93039264	1 Links 1 rechts	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Control no Tumor	osteosarcoma cells LM8	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	not applicable	cubic_millimeters	5
6.15299.zr5156.6V3V4	R1C2	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt	No metastasis; small primary Tumour	UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	32	10090	15	15	grams	15	grams	16.6	grams	17.3	grams	not collected	grams	not collected	grams	19.1	grams	18.9	grams	18.4	grams	grams	8.677660635	49.93039264	1 Links	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Control	osteosarcoma cells LM8	170.44	cubic_millimeters	202.22	cubic_millimeters	212.84	cubic_millimeters	112.26	cubic_millimeters	176.31	cubic_millimeters	229.93	cubic_millimeters	242.48	cubic_millimeters	200.96	cubic_millimeters	301.44	cubic_millimeters	109.9	cubic_millimeters	7
6.15299.zr5156.7V3V4	R1C2	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt	Lot of metastasis; Big Tumour in Liver and Intestine	UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	33	10090	17.1	17.1	grams	16.6	grams	18.8	grams	19.4	grams	not collected	grams	not collected	grams	20.2	grams	19.4	grams	20.2	grams	grams	8.677660635	49.93039264	1 Rechts	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Control	osteosarcoma cells LM8	153.83	cubic_millimeters	205.1	cubic_millimeters	181.32	cubic_millimeters	300.98	cubic_millimeters	378.33	cubic_millimeters	520.28	cubic_millimeters	487.22	cubic_millimeters	575.67	cubic_millimeters	898.04	cubic_millimeters	590.12	cubic_millimeters	8
6.15299.zr5156.8V3V4	R1C2	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt	Big Tumour intestine; Lot of metastasis in Lung; Metstatsis intestine and Kidney	UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	35	10090	16.7	16.7	grams	16.5	grams	18.5	grams	19.4	grams	not collected	grams	not collected	grams	20	grams	20	grams	21.2	grams	grams	8.677660635	49.93039264	1 Links 1 rechts	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Control	osteosarcoma cells LM8	124.63	cubic_millimeters	222.98	cubic_millimeters	247.71	cubic_millimeters	230.79	cubic_millimeters	240.31	cubic_millimeters	267.08	cubic_millimeters	354.32	cubic_millimeters	226.08	cubic_millimeters	179.5	cubic_millimeters	372.75	cubic_millimeters	10
6.15299.zr5156.9V3V4	R2C2	2022	2022		Germany	FLASH vs conventional irradiation therapy	TRUE	134.5	Host-associated	Host-associated (non-saline)	Animal (non-saline)	Animal distal gut (non-saline)	urban biome	animal-associated habitat	feces	host-associated	Germany:Hesse:Darmstadt		UBERON:feces	UBERON:feces	UBERON:feces	mouse	C3H/He	Mus musculus	36	10090	19.3	19.3	grams	19.8	grams	20.6	grams	19.3	grams	not collected	grams	not collected	grams	22.5	grams	23.2	grams	23.7	grams	grams	8.677660635	49.93039264	avg	Germany	FALSE	feces	feces	mouse gut metagenome	410661	2022-05-26	2022-05-26	2022-05-19	Konventional C12	osteosarcoma cells LM8	140.17	cubic_millimeters	117.7	cubic_millimeters	147.8	cubic_millimeters	145.13	cubic_millimeters	130.56	cubic_millimeters	194.29	cubic_millimeters	214.02	cubic_millimeters	200.96	cubic_millimeters	175.84	cubic_millimeters	no visible tumour	cubic_millimeters	11
